Codigo Departamento,Nombre Departamento,Codigo Municipio,Nombre Municipio,Key
76,VALLE DEL CAUCA,869,VIJES,co-vc
76,VALLE DEL CAUCA,890,YOTOCO,co-vc
76,VALLE DEL CAUCA,892,YUMBO,co-vc
76,VALLE DEL CAUCA,895,ZARZAL,co-vc
81,ARAUCA,001,ARAUCA,co-ar
81,ARAUCA,065,ARAUQUITA,co-ar
81,ARAUCA,220,CRAVO NORTE,co-ar
81,ARAUCA,300,FORTUL,co-ar
81,ARAUCA,591,PUERTO RONDON,co-ar
81,ARAUCA,736,SARAVENA,co-ar
81,ARAUCA,794,TAME,co-ar
85,CASANARE,001,YOPAL,co-cs
85,CASANARE,010,AGUAZUL,co-cs
85,CASANARE,015,CHAMEZA,co-cs
85,CASANARE,125,HATO COROZAL,co-cs
85,CASANARE,136,LA SALINA,co-cs
85,CASANARE,139,MANI,co-cs
85,CASANARE,162,MONTERREY,co-cs
85,CASANARE,225,NUNCHIA,co-cs
85,CASANARE,230,OROCUE,co-cs
85,CASANARE,250,PAZ DE ARIPORO,co-cs
85,CASANARE,263,PORE,co-cs
85,CASANARE,279,RECETOR,co-cs
85,CASANARE,300,SABANALARGA,co-cs
85,CASANARE,315,SACAMA,co-cs
85,CASANARE,325,SAN LUIS DE PALENQUE,co-cs
85,CASANARE,400,TAMARA,co-cs
85,CASANARE,410,TAURAMENA,co-cs
85,CASANARE,430,TRINIDAD,co-cs
85,CASANARE,440,VILLANUEVA,co-cs
86,PUTUMAYO,001,MOCOA,co-pu
86,PUTUMAYO,219,COLON,co-pu
86,PUTUMAYO,320,ORITO,co-pu
86,PUTUMAYO,568,PUERTO ASIS,co-pu
86,PUTUMAYO,569,PUERTO CAICEDO,co-pu
86,PUTUMAYO,571,PUERTO GUZMAN,co-pu
86,PUTUMAYO,573,LEGUIZAMO,co-pu
86,PUTUMAYO,749,SIBUNDOY,co-pu
86,PUTUMAYO,755,SAN FRANCISCO,co-pu
86,PUTUMAYO,757,SAN MIGUEL,co-pu
86,PUTUMAYO,760,SANTIAGO,co-pu
86,PUTUMAYO,865,VALLE DEL GUAMUEZ,co-pu
86,PUTUMAYO,885,VILLAGARZON,co-pu
88,SAN ANDRES,001,SAN ANDRES,
88,SAN ANDRES,564,PROVIDENCIA,
91,AMAZONAS,001,LETICIA,co-am
91,AMAZONAS,263,EL ENCANTO,co-am
91,AMAZONAS,405,LA CHORRERA,co-am
91,AMAZONAS,407,LA PEDRERA,co-am
91,AMAZONAS,430,"LA VICTORIA",co-am
91,AMAZONAS,460,MIRITI - PARANA,co-am
91,AMAZONAS,530,PUERTO ALEGRIA,co-am
91,AMAZONAS,536,PUERTO ARICA,co-am
91,AMAZONAS,540,PUERTO NARIÑO,co-am
91,AMAZONAS,669,PUERTO SANTANDER,co-am
91,AMAZONAS,798,TARAPACA,co-am
94,GUAINIA,001,INIRIDA,co-gn
94,GUAINIA,343,BARRANCO MINAS,co-gn
94,GUAINIA,663,"MAPIRIPANA",co-gn
94,GUAINIA,883,SAN FELIPE,co-gn
94,GUAINIA,884,PUERTO COLOMBIA,co-gn
94,GUAINIA,885,LA GUADALUPE,co-gn
94,GUAINIA,886,CACAHUAL,co-gn
94,GUAINIA,887,"PANA PANA",co-gn
94,GUAINIA,888,"MORICHAL",co-gn
95,GUAVIARE,001,SAN JOSE DEL GUAVIARE,co-gv
95,GUAVIARE,015,CALAMAR,co-gv
95,GUAVIARE,025,EL RETORNO,co-gv
95,GUAVIARE,200,MIRAFLORES,co-gv
97,VAUPES,001,MITU,co-vp
97,VAUPES,161,CARURU,co-vp
97,VAUPES,511,PACOA,co-vp
97,VAUPES,666,TARAIRA,co-vp
97,VAUPES,777,PAPUNAUA,co-vp
97,VAUPES,889,YAVARATE,co-vp
99,VICHADA,001,PUERTO CARREÑO,co-vd
99,VICHADA,524,LA PRIMAVERA,co-vd
99,VICHADA,624,SANTA ROSALIA,co-vd
99,VICHADA,773,CUMARIBO,co-vd
